------
Au1Cu1, tetragonal, P4/mmm
-------
100   0   top-b   Pd   -1.3268521499999988
100   0   bridge-a   Pd   -1.184073249999999
100   0   bridge-c   Pd   -1.264116109999998
100   1   top-a   Pd   0.16227617999999921
100   1   top-b   Hg   -0.0747450900000004
100   1   bridge-b   Hg   -0.00903414000000069
110   0   top-a   Hg   -0.0642748700000002
110   0   top-b   Pd   -0.83826483
110   0   bridge-a   Pd   -0.8372364599999997
110   0   bridge-b   Pd   -0.3876982299999998
110   0   bridge-c   Hg   -0.07630278999999973
112   0   top-a   Pd   -0.6871322499999994
112   0   top-b   Pd   -0.7354353599999985
112   0   top-c   Hg   -0.048991509999998684
112   0   top-d   Pd   -0.9206468899999987
112   0   bridge-a   Pd   -0.9111674499999989
112   0   bridge-f   Pd   -0.6874083999999989
112   0   bridge-g   Pd   -0.33244487999999883
112   0   bridge-h   Pd   -0.9180482699999981
------
Hg2Pd6, tetragonal, I4/mmm
-------
001   0   top-a   Pd   -0.1748805500000028
001   0   top-b   Hg   -0.08607043999999853
001   0   top-c   Pd   -0.9715303000000031
001   0   bridge-b   Pd   -0.9717804800000049
001   1   top-a   Pd   -1.696103840000001
001   1   top-b   Pd   -1.695019359999998
001   1   top-c   Pd   -1.2366708599999985
001   1   bridge-a   Pd   -1.693306399999999
001   1   bridge-d   Pd   -1.708050370000004
100   0   top-a   Hg   -0.07697023999999963
100   0   top-b   Pd   -1.1957429400000006
100   0   top-c   Pd   -1.2925452800000041
100   0   bridge-a   Pd   -0.3321744099999986
100   0   bridge-b   Pd   -1.200081629999998
100   0   bridge-c   Pd   -1.4630429900000035
100   0   bridge-d   Pd   -1.5884777900000042
100   0   bridge-e   Pd   -1.406658840000004
112   0   top-a   Hg   -0.09161045000000279
112   0   top-b   Pd   -1.5377066799999977
112   0   top-c   Pd   -1.0669457000000033
112   0   bridge-a   Pd   -1.6194096000000027
112   0   bridge-b   Pd   -1.5236573000000018
112   0   bridge-c   Pd   -1.615620380000001
112   0   bridge-d   Pd   -0.9632812800000021
112   0   bridge-e   Pd   -1.5483118200000003
112   0   bridge-f   Pd   -1.615290970000002
112   0   bridge-g   Pd   -1.0725568200000009
------
Hg8Pt2, cubic, Im-3m
-------
------
Ga1Rh1, cubic, Pm-3m
-------
100   0   top-a   Rh   -1.193672980000004
100   0   top-b   Ga   -0.3468346899999961
100   0   bridge-b   Rh   0.11769192999999056
100   1   top-a   Rh   -1.3632136599999871
100   1   top-b   Rh   -1.898507699999998
100   1   bridge-b   Rh   -1.8186985899999986
110   0   top-a   Ga   -0.08595669999999878
110   0   top-b   Rh   -1.428380199999994
110   0   bridge-a   Ga   -0.08552881000000134
110   0   bridge-b   Rh   -1.4271047099999965
110   0   bridge-c   Rh   -1.0236184300000009
------
Ga1Ir1, cubic, Pm-3m
-------
100   0   top-a   Ir   -1.9802689299999958
100   0   top-b   Ga   -0.537511150000002
100   0   bridge-a   Ir   -1.0389597699999928
100   0   bridge-b   Ga   -0.8554536700000046
100   1   top-a   Ir   -3.1573711800000144
100   1   top-b   Ir   -4.10536154000002
100   1   bridge-a   Ir   -4.099265520000019
100   1   bridge-b   Ir   -3.8870190300000065
110   0   top-a   Ga   -0.06238417000001739
110   0   top-b   Ir   -1.692783239999999
110   0   bridge-a   Ir   -1.6908909799999936
110   0   bridge-b   Ir   -1.0645419899999968
110   0   bridge-c   Ga   -0.09385507000000537
------
Ga1Ni3, cubic, Pm-3m
-------
100   0   top-a   Ga   -0.07179884000000136
100   0   top-b   Ni   -1.4077040299999926
100   0   bridge-a   Ni   -1.4046058499999976
100   1   top-a   Ni   -1.4640712399999973
100   1   bridge-a   Ni   -1.7196101799999912
111   0   top-a   Ga   -0.0841964199999996
111   0   top-b   Ni   -1.883741180000003
111   0   bridge-a   Ni   -1.3891243599999985
111   0   bridge-b   Ni   -1.539181430000001
111   0   bridge-c   Ni   -1.8985495999999973
------
Ga1Ni1, cubic, Pm-3m
-------
100   0   bridge-c   Ga   -0.6211613400000022
100   0   top-a   Ga   -0.6159748600000103
100   0   top-b   Ga   -0.3347460600000023
100   1   bridge-b   Ni   -1.5768441299999996
100   1   top-a   Ni   -1.3243316600000004
100   1   top-b   Ni   -1.5227746300000025
110   0   top-a   Ga   -0.0849553900000064
110   0   top-b   Ni   -0.8629529300000076
110   0   bridge-a   Ga   -0.06814540000000768
110   0   bridge-b   Ni   -0.8281835100000041
110   0   bridge-c   Ni   -0.6121133900000064
121   0   top-a   Ni   -0.5279501400000033
121   0   top-b   Ni   -0.5272431100000023
121   0   top-c   Ga   -0.08637039999999452
121   0   top-d   Ni   -1.1948978399999977
121   0   bridge-a   Ni   -0.5730631000000006
121   0   bridge-b   Ni   -0.527769649999998
121   0   bridge-c   Ni   -1.1312984900000078
121   0   bridge-d   Ni   -0.21519843999999644
121   0   bridge-e   Ni   -1.1257948500000072
121   0   bridge-f   Ni   -1.1287817000000064
121   0   bridge-g   Ni   -1.19219294
121   0   bridge-h   Ni   -1.1960145999999998
------
Ga3Ni2, trigonal, P-3m1
-------
11-20   0   top-b   Ga   -0.030609319999998164
11-20   0   top-c   Ni   -1.127379289999995
11-20   0   top-d   Ga   -0.06157148999999329
